id,text,spam,scam_type,language,url_present,url_harmful
1267,Ramadan Mubarak to you and your family!,ham,none,english,no,no
1268,Alert: Suspicious login detected on your MCB app. Click to verify identity: http://bank-update.xyz/124,spam,bank_phishing,english,yes,yes
1269,"Congratulations! You have won a Toyota Corolla in the Jazz Lucky Draw. To claim, call 0312-4758702",spam,telecom_lottery_scam,english,no,N/A
1270,Ehsaas Program: Aap ko 10000 ki imdad di ja rahi hai. Abhi call karein 0312-7429382.,spam,BISP_government_scam,urdu,no,N/A
1271,BISP khushkhabri! Aap ki 5000 rupay ki qist jari ho chuki hai. Hasil karne ke liye 0333-1816380 par rabta karein.,spam,BISP_government_scam,roman_urdu,no,N/A
1272,"Dear Bank Alfalah Customer, your account has been temporarily disabled for security. Reactivate now: http://secure-login-pk.com/663",spam,bank_phishing,english,yes,yes
1273,"Please send me the report by EOD. Thanks, Fatima.",ham,none,english,no,no
1274,"Congratulations! You have won a Toyota Corolla in the Zong Lucky Draw. To claim, call 0333-9353816",spam,telecom_lottery_scam,english,no,N/A
1275,Alert: Suspicious login detected on your MCB app. Click to verify identity: http://prize-claim.online/619,spam,bank_phishing,english,yes,yes
1276,"Salam, kaisay ho? Kal milte hain Sialkot mein.",ham,none,roman_urdu,no,no
1277,"Salam, kaisay ho? Kal milte hain Peshawar mein.",ham,none,roman_urdu,no,no
1278,"Amazon Part-time Job: Earn 5,000 to 10,000 daily from home. Join now via WhatsApp: http://bank-update.xyz/626",spam,job_fraud,english,yes,yes
1279,Ammi ne kaha hai ke dahi le ana wapsi pe.,ham,none,roman_urdu,no,no
1280,Meeting at 3 PM in the office. Please be on time.,ham,none,english,no,no
1281,Ghar bethay paisay kamayein. 3 ghantay kaam karein aur 3000 rozana payein. Details: http://bank-update.xyz/941,spam,job_fraud,roman_urdu,yes,yes
1282,Your OTP for Standard Chartered transaction is 935285. Do not share it with anyone.,ham,none,english,no,no
1283,"Salam, kaisay ho? Kal milte hain Karachi mein.",ham,none,roman_urdu,no,no
1284,Ehsaas Program: Aap ko 10000 ki imdad di ja rahi hai. Abhi call karein 0301-2529383.,spam,BISP_government_scam,urdu,no,N/A
1285,"Dear customer, your bill of 3523 is due on 25th. Pay now to avoid late fee.",ham,none,english,no,no
1286,"Kal university band hai, barish ki wajah se.",ham,none,roman_urdu,no,no
1287,"Please send me the report by EOD. Thanks, Khan.",ham,none,english,no,no
1288,"Salam, kaisay ho? Kal milte hain Faisalabad mein.",ham,none,roman_urdu,no,no
1289,"Please send me the report by EOD. Thanks, Ayesha.",ham,none,english,no,no
1290,"Dear Bank Alfalah Customer, your account has been temporarily disabled for security. Reactivate now: http://secure-login-pk.com/264",spam,bank_phishing,english,yes,yes
1291,"Kal university band hai, barish ki wajah se.",ham,none,roman_urdu,no,no
1292,BISP khushkhabri! Aap ki 100000 rupay ki qist jari ho chuki hai. Hasil karne ke liye 0300-5061437 par rabta karein.,spam,BISP_government_scam,roman_urdu,no,N/A
1293,Jazz Weekly Super Offer: 10GB for Rs. 250. Dial *777# to subscribe.,ham,none,english,no,no
1294,"Kal university band hai, barish ki wajah se.",ham,none,roman_urdu,no,no
1295,Your OTP for UBL transaction is 536966. Do not share it with anyone.,ham,none,english,no,no
1296,Mubarak ho! Aap ne Jeeto Pakistan se 5000 ka inaam jeeta hai. Rana Mazhar se rabta karein: 0321-1486018,spam,telecom_lottery_scam,roman_urdu,no,N/A
1297,"Please send me the report by EOD. Thanks, Khan.",ham,none,english,no,no
1298,Alert: Suspicious login detected on your Allied Bank app. Click to verify identity: http://prize-claim.online/732,spam,bank_phishing,english,yes,yes
1299,"Amazon Part-time Job: Earn 5,000 to 10,000 daily from home. Join now via WhatsApp: http://bit.ly/claim-pkr/651",spam,job_fraud,english,yes,yes
1300,"Congratulations! You have won a Toyota Corolla in the Ufone Lucky Draw. To claim, call 0312-5317156",spam,telecom_lottery_scam,english,no,N/A
1301,"Your Sadapay account limit has expired. To upgrade and keep using services, click http://verify-account.info/725",spam,mobile_wallet_phishing,english,yes,yes
1302,Ghar bethay paisay kamayein. 3 ghantay kaam karein aur 3000 rozana payein. Details: http://secure-login-pk.com/989,spam,job_fraud,roman_urdu,yes,yes
1303,"Dear HBL Customer, your account has been temporarily disabled for security. Reactivate now: http://bank-update.xyz/832",spam,bank_phishing,english,yes,yes
1304,"Salam, kaisay ho? Kal milte hain Faisalabad mein.",ham,none,roman_urdu,no,no
1305,"Dear Bank Alfalah Customer, your account has been temporarily disabled for security. Reactivate now: http://bank-update.xyz/316",spam,bank_phishing,english,yes,yes
1306,"Dear customer, your bill of 4380 is due on 25th. Pay now to avoid late fee.",ham,none,english,no,no
1307,"Dear customer, your bill of 2872 is due on 25th. Pay now to avoid late fee.",ham,none,english,no,no
1308,"Dear Allied Bank Customer, your account has been temporarily disabled for security. Reactivate now: http://bit.ly/claim-pkr/423",spam,bank_phishing,english,yes,yes
1309,Ghar bethay paisay kamayein. 3 ghantay kaam karein aur 3000 rozana payein. Details: http://prize-claim.online/643,spam,job_fraud,roman_urdu,yes,yes
1310,Alert: Suspicious login detected on your Bank Alfalah app. Click to verify identity: http://secure-login-pk.com/992,spam,bank_phishing,english,yes,yes
1311,"Your Nayapay account limit has expired. To upgrade and keep using services, click http://secure-login-pk.com/896",spam,mobile_wallet_phishing,english,yes,yes
1312,"Your Sadapay account limit has expired. To upgrade and keep using services, click http://prize-claim.online/216",spam,mobile_wallet_phishing,english,yes,yes
1313,BISP khushkhabri! Aap ki 500000 rupay ki qist jari ho chuki hai. Hasil karne ke liye 0312-4439556 par rabta karein.,spam,BISP_government_scam,roman_urdu,no,N/A
1314,Ghar bethay paisay kamayein. 3 ghantay kaam karein aur 3000 rozana payein. Details: http://verify-account.info/418,spam,job_fraud,roman_urdu,yes,yes
1315,BISP khushkhabri! Aap ki 10000 rupay ki qist jari ho chuki hai. Hasil karne ke liye 0321-7563498 par rabta karein.,spam,BISP_government_scam,roman_urdu,no,N/A
1316,"Please send me the report by EOD. Thanks, Hassan.",ham,none,english,no,no
1317,Alert: Suspicious login detected on your Standard Chartered app. Click to verify identity: http://bit.ly/claim-pkr/722,spam,bank_phishing,english,yes,yes
1318,"Congratulations! You have won a Toyota Corolla in the Jazz Lucky Draw. To claim, call 0300-5398758",spam,telecom_lottery_scam,english,no,N/A
1319,"Dear customer, your bill of 2828 is due on 25th. Pay now to avoid late fee.",ham,none,english,no,no
1320,Your order from Daraz has been shipped. Track here: https://www.wikipedia.org,ham,none,english,yes,no
1321,"Amazon Part-time Job: Earn 5,000 to 10,000 daily from home. Join now via WhatsApp: http://secure-login-pk.com/547",spam,job_fraud,english,yes,yes
1322,"Salam, kaisay ho? Kal milte hain Lahore mein.",ham,none,roman_urdu,no,no
1323,"Amazon Part-time Job: Earn 5,000 to 10,000 daily from home. Join now via WhatsApp: http://bit.ly/claim-pkr/611",spam,job_fraud,english,yes,yes
1324,Ehsaas Program: Aap ko 500000 ki imdad di ja rahi hai. Abhi call karein 0301-4880680.,spam,BISP_government_scam,urdu,no,N/A
1325,Ehsaas Program: Aap ko 5000 ki imdad di ja rahi hai. Abhi call karein 0312-6308105.,spam,BISP_government_scam,urdu,no,N/A
1326,"Salam, kaisay ho? Kal milte hain Quetta mein.",ham,none,roman_urdu,no,no
1327,"Your JazzCash account limit has expired. To upgrade and keep using services, click http://secure-login-pk.com/507",spam,mobile_wallet_phishing,english,yes,yes
1328,Ramadan Mubarak to you and your family!,ham,none,english,no,no
1329,"Bhai mein hospital mein hun, mera balance khatam ho gaya hai. Please 5000 ka easyload kardein is number pe: 0300-6896083",spam,easyload_scam,roman_urdu,no,N/A
1330,"Kal university band hai, barish ki wajah se.",ham,none,roman_urdu,no,no
1331,Ehsaas Program: Aap ko 25000 ki imdad di ja rahi hai. Abhi call karein 0321-5059805.,spam,BISP_government_scam,urdu,no,N/A
1332,Mubarak ho! Aap ne Jeeto Pakistan se 500000 ka inaam jeeta hai. Rana Mazhar se rabta karein: 0301-2721815,spam,telecom_lottery_scam,roman_urdu,no,N/A
1333,Ammi ne kaha hai ke dahi le ana wapsi pe.,ham,none,roman_urdu,no,no
1334,Ghar bethay paisay kamayein. 3 ghantay kaam karein aur 3000 rozana payein. Details: http://verify-account.info/999,spam,job_fraud,roman_urdu,yes,yes
1335,Meeting at 3 PM in the office. Please be on time.,ham,none,english,no,no
1336,"Dear customer, your bill of 3263 is due on 25th. Pay now to avoid late fee.",ham,none,english,no,no
1337,"Congratulations! You have won a Toyota Corolla in the Telenor Lucky Draw. To claim, call 0312-6730367",spam,telecom_lottery_scam,english,no,N/A
1338,"Dear customer, your bill of 3830 is due on 25th. Pay now to avoid late fee.",ham,none,english,no,no
1339,"Amazon Part-time Job: Earn 5,000 to 10,000 daily from home. Join now via WhatsApp: http://bit.ly/claim-pkr/986",spam,job_fraud,english,yes,yes
1340,Ammi ne kaha hai ke dahi le ana wapsi pe.,ham,none,roman_urdu,no,no
1341,"Bhai mein hospital mein hun, mera balance khatam ho gaya hai. Please 500000 ka easyload kardein is number pe: 0301-9787947",spam,easyload_scam,roman_urdu,no,N/A
1342,"Please send me the report by EOD. Thanks, Zain.",ham,none,english,no,no
1343,"Your Sadapay account limit has expired. To upgrade and keep using services, click http://verify-account.info/138",spam,mobile_wallet_phishing,english,yes,yes
1344,Ehsaas Program: Aap ko 50000 ki imdad di ja rahi hai. Abhi call karein 0345-3686031.,spam,BISP_government_scam,urdu,no,N/A
1345,Meeting at 3 PM in the office. Please be on time.,ham,none,english,no,no
1346,"Dear Standard Chartered Customer, your account has been temporarily disabled for security. Reactivate now: http://prize-claim.online/831",spam,bank_phishing,english,yes,yes
1347,Ehsaas Program: Aap ko 10000 ki imdad di ja rahi hai. Abhi call karein 0312-8209473.,spam,BISP_government_scam,urdu,no,N/A
1348,Your order from Daraz has been shipped. Track here: https://www.wikipedia.org,ham,none,english,yes,no
1349,"Dear customer, your bill of 4999 is due on 25th. Pay now to avoid late fee.",ham,none,english,no,no
1350,Mubarak ho! Aap ne Jeeto Pakistan se 500000 ka inaam jeeta hai. Rana Mazhar se rabta karein: 0312-7630057,spam,telecom_lottery_scam,roman_urdu,no,N/A
1351,"Kal university band hai, barish ki wajah se.",ham,none,roman_urdu,no,no
1352,Ehsaas Program: Aap ko 100000 ki imdad di ja rahi hai. Abhi call karein 0333-7209528.,spam,BISP_government_scam,urdu,no,N/A
1353,Your OTP for Allied Bank transaction is 255334. Do not share it with anyone.,ham,none,english,no,no
1354,BISP khushkhabri! Aap ki 500000 rupay ki qist jari ho chuki hai. Hasil karne ke liye 0333-3422845 par rabta karein.,spam,BISP_government_scam,roman_urdu,no,N/A
1355,"Kal university band hai, barish ki wajah se.",ham,none,roman_urdu,no,no
1356,"Kal university band hai, barish ki wajah se.",ham,none,roman_urdu,no,no
1357,Mubarak ho! Aap ne Jeeto Pakistan se 50000 ka inaam jeeta hai. Rana Mazhar se rabta karein: 0301-2422637,spam,telecom_lottery_scam,roman_urdu,no,N/A
1358,"Salam, kaisay ho? Kal milte hain Peshawar mein.",ham,none,roman_urdu,no,no
1359,BISP khushkhabri! Aap ki 5000 rupay ki qist jari ho chuki hai. Hasil karne ke liye 0300-1813271 par rabta karein.,spam,BISP_government_scam,roman_urdu,no,N/A
1360,"Dear customer, your bill of 3177 is due on 25th. Pay now to avoid late fee.",ham,none,english,no,no
1361,Ammi ne kaha hai ke dahi le ana wapsi pe.,ham,none,roman_urdu,no,no
1362,Your order from Daraz has been shipped. Track here: https://www.wikipedia.org,ham,none,english,yes,no
1363,Ammi ne kaha hai ke dahi le ana wapsi pe.,ham,none,roman_urdu,no,no
1364,"Kal university band hai, barish ki wajah se.",ham,none,roman_urdu,no,no
1365,Ammi ne kaha hai ke dahi le ana wapsi pe.,ham,none,roman_urdu,no,no
1366,Your order from Daraz has been shipped. Track here: https://www.daraz.pk,ham,none,english,yes,no
1367,Your OTP for Standard Chartered transaction is 130733. Do not share it with anyone.,ham,none,english,no,no
1368,"Salam, kaisay ho? Kal milte hain Rawalpindi mein.",ham,none,roman_urdu,no,no
1369,"Congratulations! You have won a Toyota Corolla in the Telenor Lucky Draw. To claim, call 0301-6613984",spam,telecom_lottery_scam,english,no,N/A
1370,"Salam, kaisay ho? Kal milte hain Islamabad mein.",ham,none,roman_urdu,no,no
1371,"Salam, kaisay ho? Kal milte hain Multan mein.",ham,none,roman_urdu,no,no
1372,"Salam, kaisay ho? Kal milte hain Karachi mein.",ham,none,roman_urdu,no,no
1373,Your order from Daraz has been shipped. Track here: https://www.wikipedia.org,ham,none,english,yes,no
1374,Your OTP for MCB transaction is 845819. Do not share it with anyone.,ham,none,english,no,no
1375,"Your JazzCash account limit has expired. To upgrade and keep using services, click http://bank-update.xyz/367",spam,mobile_wallet_phishing,english,yes,yes
1376,Ehsaas Program: Aap ko 500000 ki imdad di ja rahi hai. Abhi call karein 0333-1980989.,spam,BISP_government_scam,urdu,no,N/A
1377,Ramadan Mubarak to you and your family!,ham,none,english,no,no
1378,Ammi ne kaha hai ke dahi le ana wapsi pe.,ham,none,roman_urdu,no,no
1379,Alert: Suspicious login detected on your Meezan Bank app. Click to verify identity: http://verify-account.info/612,spam,bank_phishing,english,yes,yes
1380,"Salam, kaisay ho? Kal milte hain Peshawar mein.",ham,none,roman_urdu,no,no
1381,Meeting at 3 PM in the office. Please be on time.,ham,none,english,no,no
1382,BISP khushkhabri! Aap ki 5000 rupay ki qist jari ho chuki hai. Hasil karne ke liye 0345-6622160 par rabta karein.,spam,BISP_government_scam,roman_urdu,no,N/A
1383,Your OTP for MCB transaction is 630583. Do not share it with anyone.,ham,none,english,no,no
1384,Mubarak ho! Aap ne Jeeto Pakistan se 500000 ka inaam jeeta hai. Rana Mazhar se rabta karein: 0300-3797806,spam,telecom_lottery_scam,roman_urdu,no,N/A
1385,"Kal university band hai, barish ki wajah se.",ham,none,roman_urdu,no,no
1386,BISP khushkhabri! Aap ki 50000 rupay ki qist jari ho chuki hai. Hasil karne ke liye 0301-1535603 par rabta karein.,spam,BISP_government_scam,roman_urdu,no,N/A
1387,Mubarak ho! Aap ne Jeeto Pakistan se 500000 ka inaam jeeta hai. Rana Mazhar se rabta karein: 0345-4352106,spam,telecom_lottery_scam,roman_urdu,no,N/A
1388,"Kal university band hai, barish ki wajah se.",ham,none,roman_urdu,no,no
1389,Ammi ne kaha hai ke dahi le ana wapsi pe.,ham,none,roman_urdu,no,no
1390,"Amazon Part-time Job: Earn 5,000 to 10,000 daily from home. Join now via WhatsApp: http://secure-login-pk.com/605",spam,job_fraud,english,yes,yes
1391,Ammi ne kaha hai ke dahi le ana wapsi pe.,ham,none,roman_urdu,no,no
1392,"Dear customer, your bill of 4915 is due on 25th. Pay now to avoid late fee.",ham,none,english,no,no
1393,Mubarak ho! Aap ne Jeeto Pakistan se 100000 ka inaam jeeta hai. Rana Mazhar se rabta karein: 0321-6054260,spam,telecom_lottery_scam,roman_urdu,no,N/A
1394,"Kal university band hai, barish ki wajah se.",ham,none,roman_urdu,no,no
1395,Ehsaas Program: Aap ko 10000 ki imdad di ja rahi hai. Abhi call karein 0321-3996193.,spam,BISP_government_scam,urdu,no,N/A
1396,"Kal university band hai, barish ki wajah se.",ham,none,roman_urdu,no,no
1397,"Your JazzCash account limit has expired. To upgrade and keep using services, click http://verify-account.info/678",spam,mobile_wallet_phishing,english,yes,yes
1398,Your OTP for MCB transaction is 368255. Do not share it with anyone.,ham,none,english,no,no
1399,"Kal university band hai, barish ki wajah se.",ham,none,roman_urdu,no,no
1400,Alert: Suspicious login detected on your MCB app. Click to verify identity: http://verify-account.info/468,spam,bank_phishing,english,yes,yes
1401,Ghar bethay paisay kamayein. 3 ghantay kaam karein aur 3000 rozana payein. Details: http://secure-login-pk.com/696,spam,job_fraud,roman_urdu,yes,yes
1402,BISP khushkhabri! Aap ki 10000 rupay ki qist jari ho chuki hai. Hasil karne ke liye 0345-4193049 par rabta karein.,spam,BISP_government_scam,roman_urdu,no,N/A
1403,"Dear HBL Customer, your account has been temporarily disabled for security. Reactivate now: http://secure-login-pk.com/734",spam,bank_phishing,english,yes,yes
1404,"Bhai mein hospital mein hun, mera balance khatam ho gaya hai. Please 100000 ka easyload kardein is number pe: 0345-6271110",spam,easyload_scam,roman_urdu,no,N/A
1405,"Your Nayapay account limit has expired. To upgrade and keep using services, click http://prize-claim.online/606",spam,mobile_wallet_phishing,english,yes,yes
1406,"Please send me the report by EOD. Thanks, Hassan.",ham,none,english,no,no
1407,Mubarak ho! Aap ne Jeeto Pakistan se 100000 ka inaam jeeta hai. Rana Mazhar se rabta karein: 0300-3977040,spam,telecom_lottery_scam,roman_urdu,no,N/A
1408,Ramadan Mubarak to you and your family!,ham,none,english,no,no
1409,"Congratulations! You have won a Toyota Corolla in the Jazz Lucky Draw. To claim, call 0300-3830312",spam,telecom_lottery_scam,english,no,N/A
1410,Alert: Suspicious login detected on your Allied Bank app. Click to verify identity: http://bank-update.xyz/429,spam,bank_phishing,english,yes,yes
1411,"Amazon Part-time Job: Earn 5,000 to 10,000 daily from home. Join now via WhatsApp: http://secure-login-pk.com/325",spam,job_fraud,english,yes,yes
1412,"Bhai mein hospital mein hun, mera balance khatam ho gaya hai. Please 10000 ka easyload kardein is number pe: 0300-5836078",spam,easyload_scam,roman_urdu,no,N/A
1413,BISP khushkhabri! Aap ki 50000 rupay ki qist jari ho chuki hai. Hasil karne ke liye 0301-2009012 par rabta karein.,spam,BISP_government_scam,roman_urdu,no,N/A
1414,Ghar bethay paisay kamayein. 3 ghantay kaam karein aur 3000 rozana payein. Details: http://prize-claim.online/999,spam,job_fraud,roman_urdu,yes,yes
1415,"Please send me the report by EOD. Thanks, Siddique.",ham,none,english,no,no
1416,Ghar bethay paisay kamayein. 3 ghantay kaam karein aur 3000 rozana payein. Details: http://prize-claim.online/979,spam,job_fraud,roman_urdu,yes,yes
1417,"Your Nayapay account limit has expired. To upgrade and keep using services, click http://verify-account.info/530",spam,mobile_wallet_phishing,english,yes,yes
1418,Ehsaas Program: Aap ko 50000 ki imdad di ja rahi hai. Abhi call karein 0333-7674944.,spam,BISP_government_scam,urdu,no,N/A
1419,"Salam, kaisay ho? Kal milte hain Multan mein.",ham,none,roman_urdu,no,no
1420,Ramadan Mubarak to you and your family!,ham,none,english,no,no
1421,Jazz Weekly Super Offer: 10GB for Rs. 250. Dial *777# to subscribe.,ham,none,english,no,no
1422,"Bhai mein hospital mein hun, mera balance khatam ho gaya hai. Please 10000 ka easyload kardein is number pe: 0345-9944622",spam,easyload_scam,roman_urdu,no,N/A
1423,"Dear customer, your bill of 4698 is due on 25th. Pay now to avoid late fee.",ham,none,english,no,no
1424,Your order from Daraz has been shipped. Track here: https://www.wikipedia.org,ham,none,english,yes,no
1425,Mubarak ho! Aap ne Jeeto Pakistan se 5000 ka inaam jeeta hai. Rana Mazhar se rabta karein: 0333-8773460,spam,telecom_lottery_scam,roman_urdu,no,N/A
1426,"Dear HBL Customer, your account has been temporarily disabled for security. Reactivate now: http://prize-claim.online/265",spam,bank_phishing,english,yes,yes
1427,Ehsaas Program: Aap ko 50000 ki imdad di ja rahi hai. Abhi call karein 0333-3915337.,spam,BISP_government_scam,urdu,no,N/A
1428,Alert: Suspicious login detected on your MCB app. Click to verify identity: http://bank-update.xyz/873,spam,bank_phishing,english,yes,yes
1429,Your OTP for Standard Chartered transaction is 976445. Do not share it with anyone.,ham,none,english,no,no
1430,Ammi ne kaha hai ke dahi le ana wapsi pe.,ham,none,roman_urdu,no,no
1431,"Dear HBL Customer, your account has been temporarily disabled for security. Reactivate now: http://prize-claim.online/471",spam,bank_phishing,english,yes,yes
1432,Your order from Daraz has been shipped. Track here: https://www.wikipedia.org,ham,none,english,yes,no
1433,BISP khushkhabri! Aap ki 10000 rupay ki qist jari ho chuki hai. Hasil karne ke liye 0321-6829301 par rabta karein.,spam,BISP_government_scam,roman_urdu,no,N/A
1434,Jazz Weekly Super Offer: 10GB for Rs. 250. Dial *777# to subscribe.,ham,none,english,no,no
1435,Mubarak ho! Aap ne Jeeto Pakistan se 10000 ka inaam jeeta hai. Rana Mazhar se rabta karein: 0300-3675136,spam,telecom_lottery_scam,roman_urdu,no,N/A
1436,Alert: Suspicious login detected on your Meezan Bank app. Click to verify identity: http://bit.ly/claim-pkr/600,spam,bank_phishing,english,yes,yes
1437,BISP khushkhabri! Aap ki 5000 rupay ki qist jari ho chuki hai. Hasil karne ke liye 0300-7809120 par rabta karein.,spam,BISP_government_scam,roman_urdu,no,N/A
1438,"Congratulations! You have won a Toyota Corolla in the Zong Lucky Draw. To claim, call 0300-5020735",spam,telecom_lottery_scam,english,no,N/A
1439,"Kal university band hai, barish ki wajah se.",ham,none,roman_urdu,no,no
1440,Alert: Suspicious login detected on your HBL app. Click to verify identity: http://verify-account.info/203,spam,bank_phishing,english,yes,yes
1441,Mubarak ho! Aap ne Jeeto Pakistan se 500000 ka inaam jeeta hai. Rana Mazhar se rabta karein: 0345-5784924,spam,telecom_lottery_scam,roman_urdu,no,N/A
1442,"Congratulations! You have won a Toyota Corolla in the Zong Lucky Draw. To claim, call 0321-2515201",spam,telecom_lottery_scam,english,no,N/A
1443,"Dear customer, your bill of 599 is due on 25th. Pay now to avoid late fee.",ham,none,english,no,no
1444,"Salam, kaisay ho? Kal milte hain Karachi mein.",ham,none,roman_urdu,no,no
1445,BISP khushkhabri! Aap ki 10000 rupay ki qist jari ho chuki hai. Hasil karne ke liye 0333-5051343 par rabta karein.,spam,BISP_government_scam,roman_urdu,no,N/A
1446,Mubarak ho! Aap ne Jeeto Pakistan se 10000 ka inaam jeeta hai. Rana Mazhar se rabta karein: 0312-1046056,spam,telecom_lottery_scam,roman_urdu,no,N/A
1447,Mubarak ho! Aap ne Jeeto Pakistan se 100000 ka inaam jeeta hai. Rana Mazhar se rabta karein: 0321-5485625,spam,telecom_lottery_scam,roman_urdu,no,N/A
1448,"Your Nayapay account limit has expired. To upgrade and keep using services, click http://secure-login-pk.com/329",spam,mobile_wallet_phishing,english,yes,yes
1449,Your OTP for Standard Chartered transaction is 972431. Do not share it with anyone.,ham,none,english,no,no
1450,"Kal university band hai, barish ki wajah se.",ham,none,roman_urdu,no,no
1451,Jazz Weekly Super Offer: 10GB for Rs. 250. Dial *777# to subscribe.,ham,none,english,no,no
1452,Your OTP for HBL transaction is 709277. Do not share it with anyone.,ham,none,english,no,no
1453,"Kal university band hai, barish ki wajah se.",ham,none,roman_urdu,no,no
1454,Ghar bethay paisay kamayein. 3 ghantay kaam karein aur 3000 rozana payein. Details: http://secure-login-pk.com/685,spam,job_fraud,roman_urdu,yes,yes
1455,BISP khushkhabri! Aap ki 10000 rupay ki qist jari ho chuki hai. Hasil karne ke liye 0333-7084993 par rabta karein.,spam,BISP_government_scam,roman_urdu,no,N/A
1456,Ehsaas Program: Aap ko 5000 ki imdad di ja rahi hai. Abhi call karein 0300-7681681.,spam,BISP_government_scam,urdu,no,N/A
1457,"Dear Bank Alfalah Customer, your account has been temporarily disabled for security. Reactivate now: http://prize-claim.online/654",spam,bank_phishing,english,yes,yes
1458,Your OTP for Meezan Bank transaction is 392291. Do not share it with anyone.,ham,none,english,no,no
1459,"Congratulations! You have won a Toyota Corolla in the Jazz Lucky Draw. To claim, call 0301-3863548",spam,telecom_lottery_scam,english,no,N/A
1460,Ehsaas Program: Aap ko 5000 ki imdad di ja rahi hai. Abhi call karein 0333-7497072.,spam,BISP_government_scam,urdu,no,N/A
1461,"Dear UBL Customer, your account has been temporarily disabled for security. Reactivate now: http://bank-update.xyz/647",spam,bank_phishing,english,yes,yes
1462,"Amazon Part-time Job: Earn 5,000 to 10,000 daily from home. Join now via WhatsApp: http://verify-account.info/317",spam,job_fraud,english,yes,yes
1463,"Your Sadapay account limit has expired. To upgrade and keep using services, click http://verify-account.info/939",spam,mobile_wallet_phishing,english,yes,yes
1464,"Bhai mein hospital mein hun, mera balance khatam ho gaya hai. Please 5000 ka easyload kardein is number pe: 0333-7576317",spam,easyload_scam,roman_urdu,no,N/A
1465,Ehsaas Program: Aap ko 500000 ki imdad di ja rahi hai. Abhi call karein 0321-1700113.,spam,BISP_government_scam,urdu,no,N/A
1466,Ghar bethay paisay kamayein. 3 ghantay kaam karein aur 3000 rozana payein. Details: http://bank-update.xyz/849,spam,job_fraud,roman_urdu,yes,yes
1467,"Salam, kaisay ho? Kal milte hain Karachi mein.",ham,none,roman_urdu,no,no
1468,Ehsaas Program: Aap ko 25000 ki imdad di ja rahi hai. Abhi call karein 0300-1460960.,spam,BISP_government_scam,urdu,no,N/A
1469,"Salam, kaisay ho? Kal milte hain Faisalabad mein.",ham,none,roman_urdu,no,no
1470,BISP khushkhabri! Aap ki 500000 rupay ki qist jari ho chuki hai. Hasil karne ke liye 0300-6787537 par rabta karein.,spam,BISP_government_scam,roman_urdu,no,N/A
1471,BISP khushkhabri! Aap ki 50000 rupay ki qist jari ho chuki hai. Hasil karne ke liye 0345-2013916 par rabta karein.,spam,BISP_government_scam,roman_urdu,no,N/A
1472,Ehsaas Program: Aap ko 500000 ki imdad di ja rahi hai. Abhi call karein 0301-9390172.,spam,BISP_government_scam,urdu,no,N/A
1473,Alert: Suspicious login detected on your MCB app. Click to verify identity: http://bit.ly/claim-pkr/571,spam,bank_phishing,english,yes,yes
1474,"Dear UBL Customer, your account has been temporarily disabled for security. Reactivate now: http://prize-claim.online/117",spam,bank_phishing,english,yes,yes
1475,Ghar bethay paisay kamayein. 3 ghantay kaam karein aur 3000 rozana payein. Details: http://secure-login-pk.com/532,spam,job_fraud,roman_urdu,yes,yes
1476,Meeting at 3 PM in the office. Please be on time.,ham,none,english,no,no
1477,"Bhai mein hospital mein hun, mera balance khatam ho gaya hai. Please 50000 ka easyload kardein is number pe: 0333-7462810",spam,easyload_scam,roman_urdu,no,N/A
1478,"Salam, kaisay ho? Kal milte hain Islamabad mein.",ham,none,roman_urdu,no,no
1479,"Kal university band hai, barish ki wajah se.",ham,none,roman_urdu,no,no
1480,Alert: Suspicious login detected on your Bank Alfalah app. Click to verify identity: http://secure-login-pk.com/658,spam,bank_phishing,english,yes,yes
1481,"Dear MCB Customer, your account has been temporarily disabled for security. Reactivate now: http://bit.ly/claim-pkr/540",spam,bank_phishing,english,yes,yes
1482,Ghar bethay paisay kamayein. 3 ghantay kaam karein aur 3000 rozana payein. Details: http://bank-update.xyz/153,spam,job_fraud,roman_urdu,yes,yes
1483,"Dear UBL Customer, your account has been temporarily disabled for security. Reactivate now: http://bit.ly/claim-pkr/621",spam,bank_phishing,english,yes,yes
1484,Ehsaas Program: Aap ko 5000 ki imdad di ja rahi hai. Abhi call karein 0321-2234033.,spam,BISP_government_scam,urdu,no,N/A
1485,BISP khushkhabri! Aap ki 100000 rupay ki qist jari ho chuki hai. Hasil karne ke liye 0333-3446370 par rabta karein.,spam,BISP_government_scam,roman_urdu,no,N/A
1486,"Kal university band hai, barish ki wajah se.",ham,none,roman_urdu,no,no
1487,Your OTP for Standard Chartered transaction is 708874. Do not share it with anyone.,ham,none,english,no,no
1488,Ammi ne kaha hai ke dahi le ana wapsi pe.,ham,none,roman_urdu,no,no
1489,"Congratulations! You have won a Toyota Corolla in the Telenor Lucky Draw. To claim, call 0300-8344715",spam,telecom_lottery_scam,english,no,N/A
1490,"Amazon Part-time Job: Earn 5,000 to 10,000 daily from home. Join now via WhatsApp: http://secure-login-pk.com/654",spam,job_fraud,english,yes,yes
1491,"Kal university band hai, barish ki wajah se.",ham,none,roman_urdu,no,no
1492,Meeting at 3 PM in the office. Please be on time.,ham,none,english,no,no
1493,BISP khushkhabri! Aap ki 100000 rupay ki qist jari ho chuki hai. Hasil karne ke liye 0312-3636401 par rabta karein.,spam,BISP_government_scam,roman_urdu,no,N/A
